"BRANCH_CODE","CREDIT_CARD_NO","CUST_SSN","TRANSACTION_ID","TRANSACTION_TYPE","TRANSACTION_VALUE","TIMEID"
37,"4210653333167783",123459481,2636,"Grocery",55.45,"20180622"
70,"4210653333167783",123459481,2637,"Gas",4.39,"20180423"
43,"4210653333167783",123459481,2638,"Education",32.79,"20180312"
164,"4210653333167783",123459481,2639,"Bills",77.03,"20180625"
28,"4210653333167783",123459481,2640,"Healthcare",93.05,"20180727"
50,"4210653333167783",123459481,2641,"Test",17.34,"20181119"
53,"4210653333167783",123459481,2642,"Education",13.55,"20180227"
3,"4210653333167783",123459481,2643,"Education",2.29,"20180509"
158,"4210653333167783",123459481,2644,"Education",4.0,"20181028"
58,"4210653333167783",123459481,2645,"Education",26.82,"20181119"
69,"4210653333167783",123459481,2646,"Test",17.89,"20180524"
60,"4210653333167783",123459481,2647,"Bills",82.33,"20181106"
180,"4210653333167783",123459481,2648,"Healthcare",50.11,"20180210"
139,"4210653333167783",123459481,2649,"Test",39.02,"20180224"
42,"4210653333167783",123459481,2650,"Bills",74.75,"20180421"
51,"4210653333167783",123459481,2651,"Gas",61.5,"20180914"
158,"4210653333167783",123459481,2652,"Test",73.3,"20180101"
73,"4210653333167783",123459481,2653,"Entertainment",77.46,"20181216"
31,"4210653333167783",123459481,2654,"Gas",10.88,"20180812"
173,"4210653333167783",123459481,2655,"Education",68.16,"20180103"
156,"4210653333167783",123459481,2656,"Healthcare",80.75,"20180916"
31,"4210653333167783",123459481,2657,"Healthcare",20.21,"20181216"
20,"4210653333167783",123459481,2658,"Bills",64.02,"20180803"
48,"4210653333167783",123459481,2659,"Gas",23.23,"20180523"
60,"4210653337953343",123459476,2660,"Healthcare",94.45,"20180113"
178,"4210653337953343",123459476,2661,"Entertainment",60.72,"20181123"
114,"4210653337953343",123459476,2662,"Gas",75.44,"20180315"
51,"4210653337953343",123459476,2663,"Healthcare",48.17,"20181004"
24,"4210653337953343",123459476,2664,"Grocery",49.02,"20180204"
180,"4210653337953343",123459476,2665,"Education",19.75,"20180603"
69,"4210653337953343",123459476,2666,"Healthcare",94.85,"20180201"
173,"4210653337953343",123459476,2667,"Education",54.82,"20180812"
135,"4210653337953343",123459476,2668,"Education",56.25,"20180201"
79,"4210653337953343",123459476,2669,"Gas",2.77,"20181207"
47,"4210653337953343",123459476,2670,"Education",71.72,"20181120"
14,"4210653337953343",123459476,2671,"Entertainment",97.18,"20180920"
22,"4210653337953343",123459476,2672,"Bills",77.38,"20181023"
90,"4210653337953343",123459476,2673,"Bills",28.89,"20180403"
85,"4210653337953343",123459476,2674,"Test",24.29,"20180214"
149,"4210653337953343",123459476,2675,"Education",95.6,"20180508"
109,"4210653337953343",123459476,2676,"Healthcare",67.16,"20180106"
18,"4210653337953343",123459476,2677,"Bills",63.64,"20180513"
57,"4210653337953343",123459476,2678,"Grocery",61.21,"20181115"
21,"4210653337953343",123459476,2679,"Grocery",79.24,"20180728"
70,"4210653337953343",123459476,2680,"Bills",58.34,"20180919"
173,"4210653337953343",123459476,2681,"Gas",57.24,"20180818"
180,"4210653337953343",123459476,2682,"Bills",44.93,"20181228"
188,"4210653337953343",123459476,2683,"Test",85.33,"20181018"
100,"4210653337953343",123459476,2684,"Gas",71.8,"20180323"
8,"4210653337953343",123459476,2685,"Bills",64.14,"20181218"
119,"4210653337953343",123459476,2686,"Education",22.45,"20181228"
20,"4210653337953343",123459476,2687,"Test",78.06,"20180319"
188,"4210653337953343",123459476,2688,"Bills",61.94,"20181213"
115,"4210653337953343",123459476,2689,"Gas",41.4,"20181021"
135,"4210653337953343",123459476,2690,"Education",87.51,"20180320"
156,"4210653337953343",123459476,2691,"Healthcare",31.86,"20180709"
45,"4210653337953343",123459476,2692,"Gas",44.37,"20181219"
105,"4210653337953343",123459476,2693,"Test",80.7,"20180721"
103,"4210653337953343",123459476,2694,"Education",78.0,"20181210"
118,"4210653337953343",123459476,2695,"Grocery",42.4,"20180613"
178,"4210653337953343",123459476,2696,"Grocery",54.94,"20180923"
139,"4210653337953343",123459476,2697,"Grocery",3.98,"20181108"
135,"4210653337953343",123459476,2698,"Grocery",66.8,"20181112"
76,"4210653337953343",123459476,2699,"Grocery",88.35,"20181003"
43,"4210653337953343",123459476,2700,"Healthcare",23.75,"20180708"
170,"4210653337953343",123459476,2701,"Bills",73.02,"20180208"
59,"4210653337953343",123459476,2702,"Education",67.78,"20181018"
124,"4210653337953343",123459476,2703,"Education",43.47,"20181016"
115,"4210653337953343",123459476,2704,"Healthcare",1.43,"20180404"
23,"4210653337953343",123459476,2705,"Education",96.4,"20181001"
70,"4210653337953343",123459476,2706,"Gas",46.87,"20180323"
15,"4210653337953343",123459476,2707,"Healthcare",57.31,"20180406"
49,"4210653337953343",123459476,2708,"Education",53.04,"20180918"
76,"4210653337953343",123459476,2709,"Grocery",7.6,"20180527"
46,"4210653337953343",123459476,2710,"Grocery",1.1,"20180409"
40,"4210653337953343",123459476,2711,"Grocery",34.35,"20180111"
145,"4210653337953343",123459476,2712,"Grocery",25.99,"20180723"
37,"4210653337953343",123459476,2713,"Bills",26.3,"20180614"
39,"4210653337953343",123459476,2714,"Bills",67.26,"20180515"
56,"4210653337953343",123459476,2715,"Gas",82.45,"20180822"
192,"4210653337953343",123459476,2716,"Gas",34.91,"20181205"
125,"4210653337953343",123459476,2717,"Healthcare",10.93,"20180712"
164,"4210653337953343",123459476,2718,"Education",65.67,"20180505"
11,"4210653337953343",123459476,2719,"Gas",46.32,"20180803"
158,"4210653337953343",123459476,2720,"Healthcare",82.57,"20181118"
31,"4210653337953343",123459476,2721,"Gas",86.59,"20181126"
91,"4210653337953343",123459476,2722,"Test",68.06,"20181220"
66,"4210653337953343",123459476,2723,"Healthcare",98.39,"20180124"
166,"4210653337953343",123459476,2724,"Test",32.05,"20180527"
126,"4210653337953343",123459476,2725,"Grocery",3.54,"20180416"
18,"4210653337953343",123459476,2726,"Bills",48.18,"20180409"
126,"4210653337953343",123459476,2727,"Education",68.14,"20180728"
57,"4210653337953343",123459476,2728,"Education",62.03,"20180121"
121,"4210653337953343",123459476,2729,"Test",85.87,"20180412"
100,"4210653337953343",123459476,2730,"Gas",31.93,"20180905"
168,"4210653337953343",123459476,2731,"Grocery",1.65,"20180416"
70,"4210653337953343",123459476,2732,"Education",82.39,"20181214"
160,"4210653337953343",123459476,2733,"Entertainment",100.65,"20180611"
57,"4210653337953343",123459476,2734,"Education",15.28,"20180115"
75,"4210653337953343",123459476,2735,"Entertainment",13.01,"20180610"
75,"4210653337953343",123459476,2736,"Healthcare",60.68,"20180718"
42,"4210653337953343",123459476,2737,"Bills",42.92,"20180818"
23,"4210653337953343",123459476,2738,"Education",54.01,"20181227"
192,"4210653337953343",123459476,2739,"Test",26.56,"20180728"
119,"4210653337953343",123459476,2740,"Bills",79.54,"20180604"
77,"4210653337953343",123459476,2741,"Bills",88.26,"20180804"
135,"4210653337953343",123459476,2742,"Healthcare",63.94,"20180813"
135,"4210653337953343",123459476,2743,"Education",34.67,"20180402"
95,"4210653337953343",123459476,2744,"Grocery",15.66,"20180311"
80,"4210653337953343",123459476,2745,"Healthcare",48.55,"20181212"
136,"4210653337953343",123459476,2746,"Entertainment",30.77,"20180823"
80,"4210653337953343",123459476,2747,"Gas",92.6,"20180625"
121,"4210653337953343",123459476,2748,"Education",32.51,"20180320"
20,"4210653337953343",123459476,2749,"Gas",39.64,"20180526"
11,"4210653337953343",123459476,2750,"Education",99.44,"20180802"
57,"4210653337953343",123459476,2751,"Education",4.79,"20180428"
66,"4210653384858264",123459443,2752,"Test",80.36,"20181113"
77,"4210653384858264",123459443,2753,"Entertainment",54.34,"20180301"
114,"4210653384858264",123459443,2754,"Bills",96.31,"20180827"
111,"4210653384858264",123459443,2755,"Healthcare",9.06,"20181105"
131,"4210653384858264",123459443,2756,"Healthcare",99.98,"20180216"
27,"4210653384858264",123459443,2757,"Entertainment",12.7,"20181203"
145,"4210653384858264",123459443,2758,"Grocery",29.68,"20180613"
107,"4210653384858264",123459443,2759,"Education",57.85,"20181224"
22,"4210653384858264",123459443,2760,"Grocery",9.72,"20180814"
67,"4210653384858264",123459443,2761,"Entertainment",87.36,"20180718"
58,"4210653384858264",123459443,2762,"Gas",89.42,"20180921"
78,"4210653384858264",123459443,2763,"Healthcare",1.03,"20180908"
89,"4210653384858264",123459443,2764,"Gas",75.81,"20181228"
81,"4210653384858264",123459443,2765,"Bills",31.41,"20180715"
100,"4210653384858264",123459443,2766,"Gas",34.05,"20180901"
21,"4210653384858264",123459443,2767,"Gas",72.07,"20180517"
20,"4210653384858264",123459443,2768,"Test",57.07,"20180725"
131,"4210653384858264",123459443,2769,"Entertainment",7.0,"20180807"
37,"4210653384858264",123459443,2770,"Education",2.85,"20180807"
5,"4210653384858264",123459443,2771,"Grocery",17.59,"20180128"
32,"4210653384858264",123459443,2772,"Healthcare",37.68,"20180825"
45,"4210653384858264",123459443,2773,"Bills",16.91,"20180214"
23,"4210653384858264",123459443,2774,"Gas",23.09,"20180307"
118,"4210653384858264",123459443,2775,"Gas",88.53,"20181205"
93,"4210653384858264",123459443,2776,"Test",97.05,"20180727"
10,"4210653384858264",123459443,2777,"Gas",81.83,"20180903"
164,"4210653384858264",123459443,2778,"Grocery",85.7,"20180519"
44,"4210653384858264",123459443,2779,"Education",26.1,"20180724"
32,"4210653384858264",123459443,2780,"Grocery",5.66,"20180525"
2,"4210653384858264",123459443,2781,"Bills",2.96,"20181028"
28,"4210653384858264",123459443,2782,"Grocery",75.88,"20181201"
58,"4210653384858264",123459443,2783,"Bills",80.51,"20180824"
104,"4210653384858264",123459443,2784,"Entertainment",20.13,"20180509"
54,"4210653384858264",123459443,2785,"Test",23.51,"20180915"
145,"4210653384858264",123459443,2786,"Entertainment",93.01,"20180112"
126,"4210653384858264",123459443,2787,"Education",99.09,"20181010"
107,"4210653384858264",123459443,2788,"Grocery",26.59,"20181110"
56,"4210653384858264",123459443,2789,"Education",24.26,"20180214"
125,"4210653384858264",123459443,2790,"Healthcare",4.81,"20180801"
59,"4210653384858264",123459443,2791,"Healthcare",93.97,"20180427"
139,"4210653384858264",123459443,2792,"Healthcare",70.09,"20181205"
166,"4210653384858264",123459443,2793,"Healthcare",96.89,"20180808"
107,"4210653384858264",123459443,2794,"Grocery",52.94,"20181005"
91,"4210653384858264",123459443,2795,"Healthcare",81.55,"20180524"
21,"4210653384858264",123459443,2796,"Test",96.43,"20180603"
14,"4210653384858264",123459443,2797,"Education",80.86,"20180228"
73,"4210653384858264",123459443,2798,"Test",58.01,"20181116"
76,"4210653384858264",123459443,2799,"Test",69.46,"20181125"
69,"4210653384858264",123459443,2800,"Education",6.74,"20180513"
22,"4210653384858264",123459443,2801,"Education",4.24,"20181119"
136,"4210653384858264",123459443,2802,"Entertainment",31.26,"20180511"
5,"4210653384858264",123459443,2803,"Grocery",2.11,"20180219"
14,"4210653384858264",123459443,2804,"Education",79.97,"20181211"
43,"4210653384858264",123459443,2805,"Healthcare",30.11,"20180114"
38,"4210653384858264",123459443,2806,"Education",14.57,"20180422"
45,"4210653384858264",123459443,2807,"Healthcare",80.89,"20180319"
192,"4210653384858264",123459443,2808,"Grocery",98.86,"20180601"
25,"4210653384858264",123459443,2809,"Gas",61.85,"20181105"
43,"4210653384858264",123459443,2810,"Bills",31.29,"20180909"
158,"4210653384858264",123459443,2811,"Entertainment",46.62,"20180821"
175,"4210653339432918",123459441,2812,"Grocery",76.36,"20180119"
24,"4210653339432918",123459441,2813,"Gas",91.9,"20180919"
42,"4210653339432918",123459441,2814,"Healthcare",45.85,"20181024"
126,"4210653339432918",123459441,2815,"Entertainment",24.37,"20180512"
52,"4210653339432918",123459441,2816,"Healthcare",100.8,"20180715"
12,"4210653339432918",123459441,2817,"Gas",20.59,"20180109"
103,"4210653339432918",123459441,2818,"Education",61.55,"20180214"
30,"4210653339432918",123459441,2819,"Education",26.1,"20180501"
192,"4210653339432918",123459441,2820,"Grocery",70.26,"20180523"
16,"4210653339432918",123459441,2821,"Gas",35.25,"20180802"
25,"4210653339432918",123459441,2822,"Education",22.25,"20180426"
123,"4210653339432918",123459441,2823,"Healthcare",42.06,"20181110"
50,"4210653339432918",123459441,2824,"Entertainment",99.45,"20181225"
118,"4210653339432918",123459441,2825,"Bills",25.09,"20181206"
10,"4210653339432918",123459441,2826,"Healthcare",89.2,"20181111"
1,"4210653339432918",123459441,2827,"Entertainment",25.56,"20180509"
105,"4210653339432918",123459441,2828,"Healthcare",66.67,"20181212"
160,"4210653339432918",123459441,2829,"Gas",11.21,"20180621"
30,"4210653339432918",123459441,2830,"Test",90.14,"20180817"
91,"4210653339432918",123459441,2831,"Gas",23.84,"20180102"
104,"4210653339432918",123459441,2832,"Test",53.86,"20181112"
83,"4210653339432918",123459441,2833,"Bills",14.43,"20181021"
180,"4210653339432918",123459441,2834,"Healthcare",24.47,"20180308"
117,"4210653339432918",123459441,2835,"Grocery",35.68,"20181102"
158,"4210653339432918",123459441,2836,"Gas",35.31,"20180409"
36,"4210653339432918",123459441,2837,"Education",63.47,"20180121"
54,"4210653339432918",123459441,2838,"Test",66.02,"20180309"
59,"4210653339432918",123459441,2839,"Entertainment",8.17,"20180208"
136,"4210653339432918",123459441,2840,"Gas",74.77,"20180911"
36,"4210653339432918",123459441,2841,"Test",88.31,"20180620"
47,"4210653339432918",123459441,2842,"Education",96.16,"20180122"
53,"4210653339432918",123459441,2843,"Grocery",55.58,"20180310"
42,"4210653339432918",123459441,2844,"Healthcare",12.55,"20180502"
40,"4210653339432918",123459441,2845,"Gas",2.7,"20181223"
180,"4210653339432918",123459441,2846,"Education",18.7,"20180601"
125,"4210653339432918",123459441,2847,"Test",12.55,"20180417"
103,"4210653339432918",123459441,2848,"Healthcare",16.96,"20180705"
63,"4210653339432918",123459441,2849,"Healthcare",81.97,"20180425"
119,"4210653339432918",123459441,2850,"Entertainment",38.54,"20180502"
136,"4210653339432918",123459441,2851,"Test",24.98,"20180813"
8,"4210653339432918",123459441,2852,"Grocery",76.83,"20180206"
26,"4210653339432918",123459441,2853,"Entertainment",77.24,"20180118"
76,"4210653339432918",123459441,2854,"Healthcare",56.03,"20180426"
3,"4210653339432918",123459441,2855,"Education",15.62,"20180728"
83,"4210653339432918",123459441,2856,"Grocery",44.9,"20180112"
158,"4210653339432918",123459441,2857,"Entertainment",57.99,"20181124"
10,"4210653339432918",123459441,2858,"Bills",16.98,"20181101"
78,"4210653339432918",123459441,2859,"Education",18.68,"20181109"
39,"4210653339432918",123459441,2860,"Education",38.39,"20180125"
75,"4210653339432918",123459441,2861,"Grocery",55.99,"20181221"
119,"4210653339432918",123459441,2862,"Test",36.1,"20181102"
79,"4210653339432918",123459441,2863,"Entertainment",82.14,"20181115"
93,"4210653339432918",123459441,2864,"Entertainment",65.7,"20181024"
121,"4210653339432918",123459441,2865,"Bills",33.72,"20181115"
74,"4210653339432918",123459441,2866,"Entertainment",75.99,"20181223"
139,"4210653339432918",123459441,2867,"Bills",2.15,"20180511"
56,"4210653339432918",123459441,2868,"Entertainment",14.74,"20180725"
117,"4210653339432918",123459441,2869,"Entertainment",22.96,"20180727"
78,"4210653339432918",123459441,2870,"Test",3.57,"20180504"
14,"4210653339432918",123459441,2871,"Healthcare",15.5,"20180212"
74,"4210653339432918",123459441,2872,"Healthcare",79.66,"20181222"
69,"4210653339432918",123459441,2873,"Healthcare",97.42,"20180222"
42,"4210653339432918",123459441,2874,"Gas",83.79,"20180715"
93,"4210653339432918",123459441,2875,"Education",78.17,"20180515"
103,"4210653339432918",123459441,2876,"Bills",72.14,"20180407"
54,"4210653339432918",123459441,2877,"Bills",2.15,"20180213"
38,"4210653339432918",123459441,2878,"Bills",76.59,"20180228"
75,"4210653339432918",123459441,2879,"Education",37.04,"20180118"
66,"4210653339432918",123459441,2880,"Education",8.32,"20180312"
78,"4210653339432918",123459441,2881,"Test",41.35,"20181222"
3,"4210653339432918",123459441,2882,"Gas",94.22,"20181207"
20,"4210653339432918",123459441,2883,"Entertainment",28.07,"20181115"
107,"4210653339432918",123459441,2884,"Gas",59.47,"20180225"
24,"4210653339432918",123459441,2885,"Entertainment",71.82,"20181218"
79,"4210653339432918",123459441,2886,"Gas",38.85,"20180914"
76,"4210653339432918",123459441,2887,"Grocery",23.08,"20180119"
27,"4210653339432918",123459441,2888,"Bills",81.89,"20180812"
16,"4210653339432918",123459441,2889,"Gas",3.07,"20180617"
158,"4210653339432918",123459441,2890,"Healthcare",80.01,"20181128"
36,"4210653339432918",123459441,2891,"Entertainment",73.81,"20181127"
54,"4210653339432918",123459441,2892,"Entertainment",97.94,"20180406"
46,"4210653339432918",123459441,2893,"Education",41.7,"20181108"
168,"4210653339432918",123459441,2894,"Bills",52.4,"20180314"
119,"4210653339432918",123459441,2895,"Grocery",35.75,"20180801"
22,"4210653339432918",123459441,2896,"Grocery",86.08,"20180807"
114,"4210653339432918",123459441,2897,"Healthcare",15.59,"20180102"
79,"4210653339432918",123459441,2898,"Healthcare",11.38,"20180504"
117,"4210653339432918",123459441,2899,"Test",56.34,"20181102"
18,"4210653339432918",123459441,2900,"Education",95.73,"20181103"
115,"4210653339432918",123459441,2901,"Healthcare",2.65,"20181126"
59,"4210653339432918",123459441,2902,"Bills",47.98,"20181008"
18,"4210653339432918",123459441,2903,"Grocery",21.13,"20180116"
17,"4210653339432918",123459441,2904,"Entertainment",26.03,"20181006"
37,"4210653339432918",123459441,2905,"Test",49.99,"20180625"
114,"4210653339432918",123459441,2906,"Grocery",29.1,"20180619"
164,"4210653339432918",123459441,2907,"Grocery",4.77,"20181221"
74,"4210653339432918",123459441,2908,"Grocery",23.69,"20180825"
3,"4210653339432918",123459441,2909,"Gas",9.91,"20180312"
27,"4210653348932823",123459400,2910,"Entertainment",27.1,"20180822"
119,"4210653348932823",123459400,2911,"Education",66.63,"20180926"
36,"4210653348932823",123459400,2912,"Grocery",48.73,"20180713"
15,"4210653348932823",123459400,2913,"Entertainment",94.68,"20180215"
125,"4210653348932823",123459400,2914,"Education",89.16,"20180718"
135,"4210653348932823",123459400,2915,"Bills",58.99,"20180515"
56,"4210653348932823",123459400,2916,"Healthcare",3.88,"20181219"
27,"4210653348932823",123459400,2917,"Education",48.82,"20181215"
66,"4210653348932823",123459400,2918,"Test",29.28,"20181113"
58,"4210653348932823",123459400,2919,"Education",12.06,"20181023"
26,"4210653348932823",123459400,2920,"Bills",46.54,"20180908"
93,"4210653348932823",123459400,2921,"Bills",62.9,"20180905"
23,"4210653348932823",123459400,2922,"Education",5.68,"20180212"
60,"4210653348932823",123459400,2923,"Education",79.81,"20180418"
50,"4210653348932823",123459400,2924,"Healthcare",99.34,"20180325"
59,"4210653348932823",123459400,2925,"Gas",32.43,"20181118"
67,"4210653348932823",123459400,2926,"Test",38.8,"20181214"
124,"4210653348932823",123459400,2927,"Healthcare",73.58,"20180202"
21,"4210653348932823",123459400,2928,"Bills",84.26,"20180406"
115,"4210653348932823",123459400,2929,"Grocery",40.49,"20180511"
21,"4210653348932823",123459400,2930,"Healthcare",47.66,"20181108"
56,"4210653348932823",123459400,2931,"Grocery",65.56,"20180302"
49,"4210653348932823",123459400,2932,"Gas",89.57,"20180601"
2,"4210653348932823",123459400,2933,"Test",87.43,"20180502"
105,"4210653348932823",123459400,2934,"Education",15.98,"20180507"
46,"4210653367639676",123459391,2935,"Education",45.15,"20180813"
83,"4210653367639676",123459391,2936,"Bills",51.28,"20180605"
123,"4210653367639676",123459391,2937,"Gas",98.78,"20180427"
173,"4210653367639676",123459391,2938,"Gas",85.25,"20180809"
27,"4210653367639676",123459391,2939,"Test",64.77,"20180612"
18,"4210653367639676",123459391,2940,"Entertainment",17.46,"20180324"
173,"4210653367639676",123459391,2941,"Healthcare",33.52,"20180410"
104,"4210653367639676",123459391,2942,"Gas",63.14,"20180312"
78,"4210653367639676",123459391,2943,"Education",16.4,"20180707"
166,"4210653367639676",123459391,2944,"Education",3.76,"20180517"
69,"4210653355849690",123459368,2945,"Grocery",93.86,"20180709"
158,"4210653355849690",123459368,2946,"Test",58.93,"20180323"
43,"4210653355849690",123459368,2947,"Test",41.16,"20180319"
83,"4210653355849690",123459368,2948,"Entertainment",45.32,"20181003"
158,"4210653355849690",123459368,2949,"Entertainment",93.07,"20180803"
188,"4210653355849690",123459368,2950,"Bills",73.02,"20180419"
43,"4210653355849690",123459368,2951,"Entertainment",4.55,"20180817"
104,"4210653355849690",123459368,2952,"Gas",94.96,"20180803"
21,"4210653355849690",123459368,2953,"Gas",26.3,"20180723"
53,"4210653355849690",123459368,2954,"Entertainment",36.8,"20180627"
25,"4210653355849690",123459368,2955,"Education",38.8,"20180803"
30,"4210653355849690",123459368,2956,"Gas",20.51,"20181201"
145,"4210653355849690",123459368,2957,"Healthcare",76.76,"20180507"
90,"4210653355849690",123459368,2958,"Gas",96.66,"20180620"
78,"4210653355849690",123459368,2959,"Bills",41.5,"20180918"
170,"4210653355849690",123459368,2960,"Healthcare",92.31,"20180722"
168,"4210653355849690",123459368,2961,"Entertainment",37.12,"20180224"
123,"4210653355849690",123459368,2962,"Entertainment",59.05,"20181202"
48,"4210653355849690",123459368,2963,"Gas",14.95,"20180619"
44,"4210653355849690",123459368,2964,"Entertainment",7.49,"20180810"
89,"4210653355849690",123459368,2965,"Bills",72.03,"20180312"
178,"4210653387382495",123459363,2966,"Test",42.68,"20181221"
81,"4210653387382495",123459363,2967,"Entertainment",26.45,"20180126"
75,"4210653387382495",123459363,2968,"Entertainment",27.54,"20180401"
23,"4210653387382495",123459363,2969,"Test",97.05,"20180627"
4,"4210653387382495",123459363,2970,"Gas",61.76,"20181206"
70,"4210653387382495",123459363,2971,"Education",46.74,"20180916"
80,"4210653387382495",123459363,2972,"Bills",88.57,"20180220"
178,"4210653387382495",123459363,2973,"Education",35.35,"20180125"
156,"4210653387382495",123459363,2974,"Healthcare",38.88,"20180817"
103,"4210653387382495",123459363,2975,"Bills",28.5,"20180809"
111,"4210653387382495",123459363,2976,"Test",25.92,"20180623"
35,"4210653352798797",123459362,2977,"Education",6.55,"20180725"
48,"4210653352798797",123459362,2978,"Bills",21.1,"20180618"
188,"4210653352798797",123459362,2979,"Grocery",16.87,"20180623"
80,"4210653352798797",123459362,2980,"Test",75.84,"20180105"
48,"4210653352798797",123459362,2981,"Entertainment",77.78,"20180715"
119,"4210653352798797",123459362,2982,"Healthcare",61.44,"20180326"
135,"4210653352798797",123459362,2983,"Healthcare",25.68,"20180416"
123,"4210653352798797",123459362,2984,"Gas",64.68,"20181104"
109,"4210653352798797",123459362,2985,"Test",48.01,"20181113"
115,"4210653352798797",123459362,2986,"Healthcare",61.65,"20180211"
175,"4210653352798797",123459362,2987,"Bills",2.43,"20180105"
145,"4210653352798797",123459362,2988,"Grocery",27.54,"20180817"
123,"4210653352798797",123459362,2989,"Education",58.73,"20180513"
175,"4210653352798797",123459362,2990,"Entertainment",45.9,"20180910"
124,"4210653352798797",123459362,2991,"Entertainment",99.28,"20180520"
53,"4210653352798797",123459362,2992,"Test",100.94,"20181122"
19,"4210653352798797",123459362,2993,"Education",14.93,"20181026"
42,"4210653352798797",123459362,2994,"Healthcare",40.9,"20180324"
12,"4210653352798797",123459362,2995,"Gas",45.02,"20180702"
4,"4210653352798797",123459362,2996,"Education",45.18,"20180811"
23,"4210653352798797",123459362,2997,"Test",31.71,"20180320"
105,"4210653352798797",123459362,2998,"Test",50.62,"20181002"
119,"4210653352798797",123459362,2999,"Healthcare",98.52,"20180506"
81,"4210653352798797",123459362,3000,"Test",35.13,"20180814"
180,"4210653352798797",123459362,3001,"Entertainment",8.78,"20180124"
90,"4210653352798797",123459362,3002,"Test",52.56,"20180820"
2,"4210653352798797",123459362,3003,"Bills",7.64,"20180525"
109,"4210653352798797",123459362,3004,"Bills",100.77,"20181120"
37,"4210653352798797",123459362,3005,"Gas",70.91,"20180910"
166,"4210653352798797",123459362,3006,"Test",25.12,"20181003"
79,"4210653352798797",123459362,3007,"Education",21.86,"20181217"
119,"4210653352798797",123459362,3008,"Gas",69.99,"20180717"
76,"4210653352798797",123459362,3009,"Test",50.67,"20180621"
118,"4210653352798797",123459362,3010,"Education",59.76,"20180605"
135,"4210653352798797",123459362,3011,"Gas",55.77,"20180125"
58,"4210653352798797",123459362,3012,"Grocery",55.93,"20180525"
117,"4210653352798797",123459362,3013,"Test",20.8,"20181126"
11,"4210653352798797",123459362,3014,"Grocery",41.84,"20181202"
12,"4210653352798797",123459362,3015,"Entertainment",97.66,"20181002"
93,"4210653352798797",123459362,3016,"Education",37.7,"20180226"
105,"4210653352798797",123459362,3017,"Entertainment",31.87,"20181206"
28,"4210653352798797",123459362,3018,"Bills",15.67,"20181001"
77,"4210653352798797",123459362,3019,"Healthcare",53.67,"20180903"
144,"4210653384998535",123459360,3020,"Grocery",98.15,"20181226"
180,"4210653384998535",123459360,3021,"Healthcare",6.98,"20181205"
118,"4210653384998535",123459360,3022,"Grocery",5.11,"20180406"
125,"4210653384998535",123459360,3023,"Bills",97.9,"20180511"
42,"4210653334334668",123459359,3024,"Entertainment",60.44,"20180411"
164,"4210653334334668",123459359,3025,"Entertainment",29.62,"20180513"
103,"4210653334334668",123459359,3026,"Healthcare",3.04,"20180117"
166,"4210653334334668",123459359,3027,"Entertainment",67.0,"20180917"
49,"4210653334334668",123459359,3028,"Entertainment",50.19,"20181105"
16,"4210653334334668",123459359,3029,"Healthcare",60.85,"20181020"
123,"4210653334334668",123459359,3030,"Healthcare",39.24,"20180415"
9,"4210653334334668",123459359,3031,"Education",58.56,"20180315"
168,"4210653334334668",123459359,3032,"Entertainment",94.53,"20180605"
40,"4210653334334668",123459359,3033,"Healthcare",7.67,"20181207"
85,"4210653334334668",123459359,3034,"Entertainment",42.53,"20180912"
180,"4210653334334668",123459359,3035,"Education",35.12,"20180507"
14,"4210653334334668",123459359,3036,"Entertainment",46.59,"20180225"
124,"4210653334334668",123459359,3037,"Education",71.85,"20180908"
17,"4210653334334668",123459359,3038,"Gas",43.57,"20181112"
69,"4210653334334668",123459359,3039,"Test",35.41,"20181126"
26,"4210653334334668",123459359,3040,"Healthcare",71.25,"20180211"
11,"4210653334334668",123459359,3041,"Entertainment",97.24,"20180601"
44,"4210653334334668",123459359,3042,"Entertainment",78.6,"20180112"
63,"4210653334334668",123459359,3043,"Education",95.53,"20181017"
119,"4210653334334668",123459359,3044,"Gas",2.19,"20181215"
126,"4210653334334668",123459359,3045,"Grocery",46.75,"20180914"
78,"4210653334334668",123459359,3046,"Bills",53.9,"20180221"
173,"4210653334334668",123459359,3047,"Test",70.76,"20181117"
46,"4210653334334668",123459359,3048,"Test",71.52,"20181107"
14,"4210653334334668",123459359,3049,"Grocery",2.35,"20180912"
103,"4210653334334668",123459359,3050,"Bills",24.25,"20180504"
30,"4210653334334668",123459359,3051,"Gas",98.37,"20180120"
173,"4210653334334668",123459359,3052,"Bills",100.29,"20180927"
43,"4210653334334668",123459359,3053,"Bills",97.72,"20180203"
15,"4210653334334668",123459359,3054,"Grocery",26.47,"20180516"
25,"4210653378605302",123459336,3055,"Healthcare",12.77,"20180625"
58,"4210653378605302",123459336,3056,"Bills",7.83,"20180311"
76,"4210653378605302",123459336,3057,"Bills",49.97,"20180508"
59,"4210653378605302",123459336,3058,"Education",23.01,"20180710"
58,"4210653378605302",123459336,3059,"Education",67.12,"20180922"
44,"4210653378605302",123459336,3060,"Healthcare",32.47,"20180303"
103,"4210653378605302",123459336,3061,"Education",83.47,"20180803"
36,"4210653378605302",123459336,3062,"Entertainment",6.46,"20180616"
77,"4210653378605302",123459336,3063,"Healthcare",3.59,"20181007"
1,"4210653378605302",123459336,3064,"Test",16.77,"20180508"
